,artist,name,id,url,date_added
1,Led Zeppelin,Whole Lotta Love - Rough Mix with Vocal,6z0eyTNBYnPBCUEiVTCvF2,https://i.scdn.co/image/ab67616d00001e02a2bce1c979df5f4858c9bb59,2021-04-28 02:19:02+00:00
0,The Rolling Stones,Start Me Up - Remastered,7HKez549fwJQDzx3zLjHKC,https://i.scdn.co/image/ab67616d00001e0208fc42e575043a753f60d675,2021-04-28 02:16:09+00:00
